customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_policy_active,months_since_last_claim,current_claim_amount,total_claims,total_claims_amount,customer_lifetime_value
GV59387,California,Associate,Medical Leave,Female,24518,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Large,74,45,23,2051,2,2649,681
GV62858,California,Bachelor,Employed,Female,38692,Suburban,Married,Web,Premium,Personal,Four-Door Car,Midsize,102,42,16,1077,2,2135,2149
GV68933,Arizona,High School,Disabled,Male,12677,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,101,49,21,1500,2,2084,2865
GV75215,Oregon,Bachelor,Employed,Female,54684,Urban,Married,Agent,Basic,Corporate,Sports Car,Midsize,111,36,13,2079,2,3070,926
GV76798,California,Master,Employed,Female,30361,Urban,Married,Branch,Premium,Personal,Four-Door Car,Midsize,119,41,28,1620,3,3758,1121
GV91160,Oregon,High School,Retired,Female,10312,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Large,78,30,10,1214,2,1976,364
GW14109,California,High School,Employed,Female,48409,Urban,Single,Agent,Extended,Special,SUV,Midsize,124,35,13,1893,3,3213,1127
GW14698,Arizona,Associate,Employed,Female,80604,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,61,58,22,1524,3,3382,156
GW25077,Oregon,Bachelor,Employed,Female,38521,Urban,Married,Branch,Extended,Personal,SUV,Midsize,134,40,15,1488,2,2516,2844
GW42895,Oregon,Bachelor,Employed,Female,77803,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63,56,30,2013,2,2687,841
GW43195,Oregon,Associate,Employed,Female,71210,Suburban,Married,Branch,Extended,Personal,Luxury Car,Small,214,41,8,1360,3,2168,6606
GW52309,Nevada,High School,Employed,Female,56446,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,114,35,2,1483,3,3159,831
GW89148,California,Doctoral,Employed,Male,90008,Urban,Single,Web,Extended,Personal,SUV,Midsize,137,28,13,2150,2,3058,778
GX22027,California,Bachelor,Medical Leave,Female,16656,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,63,27,11,739,2,1395,306
GX22886,Arizona,Associate,Employed,Male,78784,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,80,53,33,2257,2,3157,1083
GX33877,Arizona,Bachelor,Employed,Female,25270,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Small,99,70,34,1360,2,2287,4643
GX37592,Nevada,Associate,Employed,Female,33257,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,72,32,15,1373,3,2441,-137
GX40957,California,Associate,Employed,Female,70187,Suburban,Married,Call Center,Basic,Personal,Sports Car,Midsize,117,32,4,783,2,1602,2142
GX44284,California,Bachelor,Employed,Male,47509,Rural,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,66,42,28,2131,2,2796,-24
GX51965,California,High School,Employed,Male,95697,Rural,Married,Agent,Basic,Personal,Sports Car,Midsize,107,65,29,1850,2,2743,4212
GY23881,Oregon,High School,Employed,Male,81687,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,61,41,7,1781,2,2534,-33
GY40926,California,Associate,Employed,Male,37073,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,66,36,16,1990,4,3820,-1444
GY43856,California,Associate,Employed,Female,75648,Rural,Married,Branch,Basic,Corporate,SUV,Large,108,45,28,1444,3,3348,1512
GY55092,Nevada,High School,Retired,Male,20993,Suburban,Divorced,Agent,Extended,Personal,SUV,Midsize,133,49,35,1341,3,2973,3544
GY64553,California,Bachelor,Employed,Male,97017,Urban,Married,Agent,Premium,Personal,Two-Door Car,Midsize,115,52,33,1648,2,2473,3507
GY65868,California,Bachelor,Employed,Male,64541,Urban,Married,Agent,Extended,Personal,Four-Door Car,Small,86,32,16,1208,3,2372,380
GY74661,Oregon,Associate,Employed,Female,34911,Rural,Divorced,Agent,Basic,Personal,SUV,Large,105,40,6,1240,3,2876,1324
GY87675,Oregon,Associate,Retired,Male,26952,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Midsize,76,33,1,1641,2,2214,294
GY88677,Oregon,Bachelor,Employed,Female,46268,Urban,Married,Agent,Premium,Personal,Sports Car,Midsize,199,52,34,1754,2,2709,7639
GZ31904,Oregon,Associate,Employed,Male,30816,Urban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,87,43,10,1484,2,2112,1629
GZ64473,Nevada,Associate,Employed,Male,50414,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69,60,25,2031,2,2923,1217
GZ77449,California,Associate,Employed,Male,58452,Suburban,Single,Branch,Basic,Corporate,Luxury Car,Midsize,186,29,7,2245,2,3005,2389
GZ79662,Arizona,High School,Employed,Male,47611,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Small,69,45,17,1683,2,2320,785
GZ90429,California,High School,Employed,Male,85956,Urban,Married,Call Center,Premium,Corporate,SUV,Small,145,36,0,2152,1,2152,3068
HA20933,Oregon,Bachelor,Medical Leave,Female,15616,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,114,46,20,1286,2,2044,3200
HA40978,California,Associate,Employed,Male,53234,Suburban,Single,Call Center,Premium,Personal,Four-Door Car,Small,109,50,27,1799,2,2371,3079
HA72996,Nevada,Associate,Employed,Female,75648,Rural,Married,Branch,Basic,Corporate,SUV,Large,108,40,28,1515,3,2663,1657
HA93483,California,Bachelor,Disabled,Female,11811,Suburban,Married,Branch,Basic,Personal,Sports Car,Small,110,51,20,1275,2,2095,3515
HB17438,Washington,Bachelor,Employed,Male,92044,Urban,Married,Web,Extended,Personal,SUV,Midsize,132,36,7,1602,3,4180,572
HB21182,Arizona,Master,Employed,Female,20200,Suburban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,65,35,3,1277,3,3139,-864
HB23001,California,Bachelor,Employed,Male,26287,Rural,Married,Branch,Premium,Personal,Two-Door Car,Midsize,111,33,6,2280,2,3052,611
HB24005,California,Associate,Employed,Male,31617,Urban,Single,Agent,Basic,Personal,Four-Door Car,Small,62,34,17,1857,2,2802,-694
HB43486,Washington,Associate,Employed,Female,86830,Urban,Single,Agent,Extended,Personal,SUV,Midsize,123,45,18,2001,2,2969,2566
HB48073,Arizona,Bachelor,Employed,Female,66325,Urban,Married,Agent,Basic,Corporate,SUV,Midsize,117,34,10,1668,2,2171,1807
HB48518,Nevada,Associate,Employed,Male,31409,Rural,Married,Agent,Basic,Corporate,SUV,Midsize,100,38,14,2369,2,3561,239
HB64268,Washington,Bachelor,Employed,Male,43836,Rural,Single,Agent,Basic,Personal,Four-Door Car,Midsize,73,32,12,1878,4,4017,-1681
HB67642,Arizona,High School,Employed,Female,20090,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,109,45,10,1283,4,3098,1807
HB68898,Oregon,Bachelor,Employed,Female,36116,Rural,Married,Branch,Premium,Corporate,SUV,Midsize,171,49,27,1267,2,2053,6326
HB70063,Washington,Associate,Employed,Male,43386,Urban,Single,Call Center,Basic,Personal,SUV,Midsize,111,34,17,1808,2,2874,900
HB85743,California,Bachelor,Employed,Male,82664,Rural,Married,Agent,Basic,Personal,SUV,Midsize,114,60,24,2089,2,3096,3744
HB99061,Arizona,High School,Employed,Female,97742,Rural,Married,Branch,Extended,Corporate,SUV,Midsize,132,25,6,1270,2,2346,954
HC16500,Arizona,Doctoral,Employed,Male,72191,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,68,38,19,1902,2,2778,-194
HC20975,Arizona,Bachelor,Employed,Male,30915,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,72,17,1,1680,2,2546,-1322
HC25359,Oregon,Master,Employed,Female,52572,Urban,Divorced,Agent,Premium,Personal,Four-Door Car,Midsize,113,58,30,1672,2,2977,3577
HC42288,California,Associate,Employed,Female,39187,Suburban,Divorced,Agent,Basic,Corporate,SUV,Small,118,54,32,1326,3,3402,2970
HC60268,Oregon,Associate,Employed,Male,40105,Suburban,Divorced,Web,Premium,Personal,Four-Door Car,Midsize,104,44,21,1382,2,2062,2514
HC63693,Arizona,Associate,Employed,Female,88049,Suburban,Single,Branch,Extended,Corporate,Two-Door Car,Midsize,92,35,5,1260,2,1586,1634
HC66205,Washington,High School,Employed,Male,58248,Rural,Married,Branch,Extended,Corporate,Four-Door Car,Large,80,41,17,2021,2,2776,504
HC76653,Oregon,Associate,Employed,Male,32931,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,62,49,16,1810,2,2171,867
HC80108,California,Associate,Employed,Female,43775,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,70,22,3,1751,2,2490,-950
HD12841,California,Master,Employed,Female,95766,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,68,45,17,844,2,1605,1455
HD32044,Oregon,Master,Employed,Female,33816,Suburban,Divorced,Branch,Premium,Corporate,Four-Door Car,Midsize,106,43,10,1217,2,2245,2313
HD32695,Arizona,Bachelor,Disabled,Female,13128,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,118,29,11,1456,2,2440,982
HD44279,Arizona,Bachelor,Disabled,Female,25226,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,71,46,13,1249,3,2337,929
HD53787,California,Associate,Medical Leave,Female,28519,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Large,86,36,23,1269,2,1441,1655
HD95496,Oregon,Master,Employed,Male,25950,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,66,50,27,1347,2,1834,1466
HE15857,Washington,Bachelor,Employed,Male,37138,Suburban,Single,Call Center,Extended,Personal,Two-Door Car,Midsize,83,34,12,2353,2,3133,-311
HE20556,Arizona,Bachelor,Employed,Female,31561,Suburban,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,68,32,8,1236,2,1872,304
HE29300,California,Associate,Employed,Male,41104,Urban,Married,Call Center,Basic,Corporate,SUV,Large,109,25,4,1512,2,2263,462
HE60335,Washington,Bachelor,Employed,Female,60021,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Small,99,38,12,1147,3,2793,969
HF11584,Arizona,Master,Employed,Male,62448,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,107,36,0,1444,1,1444,2408
HF15113,Oregon,Bachelor,Disabled,Female,19096,Suburban,Divorced,Web,Basic,Personal,Two-Door Car,Midsize,64,53,17,1480,2,1837,1555
HF44881,Arizona,High School,Employed,Male,29875,Suburban,Single,Web,Basic,Corporate,Sports Car,Midsize,119,21,9,2476,2,3362,-863
HF62608,Oregon,Associate,Employed,Female,44213,Rural,Single,Branch,Extended,Personal,Four-Door Car,Midsize,85,46,15,1201,2,2147,1763
HF67477,Washington,High School,Disabled,Male,14909,Suburban,Married,Branch,Basic,Personal,Luxury Car,Midsize,199,51,31,1778,2,2288,7861
HF72557,Washington,Bachelor,Medical Leave,Male,19948,Suburban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,89,29,17,1764,2,2481,100
HF75891,Washington,High School,Employed,Female,82302,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,106,25,11,1336,3,2538,112
HF88410,Washington,High School,Employed,Male,36765,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,66,33,15,2497,2,3107,-929
HF96939,Oregon,High School,Employed,Male,34510,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Small,81,35,0,2310,1,2310,525
HG32616,Nevada,High School,Employed,Male,50200,Urban,Divorced,Agent,Extended,Personal,Sports Car,Midsize,135,36,23,1630,2,2371,2489
HG33568,Arizona,Master,Employed,Female,25666,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,63,34,7,1868,2,2644,-502
HG53255,Nevada,Associate,Employed,Male,66146,Urban,Single,Call Center,Extended,Personal,Two-Door Car,Midsize,96,27,2,1937,2,2584,8
HG64216,California,Associate,Employed,Male,37124,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,72,30,4,1954,3,3370,-1210
HG68775,Washington,Associate,Medical Leave,Female,15462,Suburban,Married,Web,Premium,Corporate,Four-Door Car,Midsize,115,46,34,1293,2,2472,2818
HG81101,Washington,Bachelor,Employed,Female,20327,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,74,50,26,1022,3,2696,1004
HG81172,Arizona,Associate,Employed,Female,54665,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,97,15,0,1113,1,1113,342
HG83893,Nevada,High School,Employed,Female,59183,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,113,29,11,1599,3,3467,-190
HG93801,Arizona,High School,Employed,Male,82730,Urban,Married,Branch,Extended,Corporate,SUV,Large,127,37,13,1965,3,3425,1274
HH15953,California,Bachelor,Disabled,Male,21353,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,80,52,28,1424,2,2104,2056
HH22446,Nevada,Bachelor,Disabled,Male,18375,Suburban,Married,Branch,Basic,Personal,Sports Car,Large,103,26,8,1574,3,3300,-622
HH23204,California,Doctoral,Disabled,Female,21986,Suburban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,63,24,1,1270,2,2008,-496
HH45183,Oregon,High School,Employed,Male,93308,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,92,55,20,1841,2,2569,2491
HH49378,California,Master,Employed,Male,69872,Rural,Married,Web,Basic,Corporate,Sports Car,Midsize,111,68,35,1749,3,3085,4463
HH49391,Oregon,High School,Retired,Male,15741,Suburban,Divorced,Web,Extended,Special,SUV,Midsize,132,42,14,1818,2,2538,3006
HH55884,Arizona,Associate,Disabled,Male,10275,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,97,39,10,1733,3,3709,74
HH61461,Nevada,Bachelor,Employed,Female,57483,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,82,29,4,1183,3,2649,-271
HH69970,California,Bachelor,Employed,Female,32311,Urban,Married,Agent,Extended,Corporate,Four-Door Car,Large,79,23,10,1782,3,3534,-1717
HH90090,California,Bachelor,Employed,Female,29549,Suburban,Divorced,Call Center,Basic,Personal,Sports Car,Small,104,37,17,1523,3,3021,827
HH99354,Oregon,Bachelor,Employed,Male,67276,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,61,29,7,1811,2,2277,-508
HI16116,Oregon,Master,Employed,Female,29899,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,66,50,21,1010,3,3714,-414
HI16472,Arizona,Associate,Employed,Female,23666,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,104,39,7,1176,2,1972,2084
HI34993,Oregon,High School,Employed,Male,40376,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,69,45,16,2250,2,2593,512
HI48554,California,High School,Medical Leave,Female,29587,Suburban,Married,Web,Basic,Personal,Two-Door Car,Small,69,35,8,1517,2,2098,317
HI51182,Oregon,Associate,Employed,Female,59888,Suburban,Married,Branch,Premium,Personal,Four-Door Car,Midsize,106,25,6,1213,2,2021,629
HI60054,California,Bachelor,Employed,Female,51593,Urban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,80,32,5,1487,2,2180,380
HI71466,California,Associate,Employed,Male,23459,Rural,Married,Branch,Extended,Personal,Four-Door Car,Midsize,96,41,17,2054,2,2760,1176
HI74419,Washington,Associate,Employed,Male,50825,Urban,Married,Agent,Basic,Personal,SUV,Midsize,102,16,3,1657,3,2829,-1197
HI91534,California,Associate,Employed,Female,91485,Urban,Divorced,Web,Basic,Personal,SUV,Small,114,22,2,1763,3,3161,-653
HI98447,Oregon,High School,Employed,Male,28505,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Large,88,23,0,1654,1,1654,370
HJ15383,Washington,Master,Employed,Male,27658,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,68,28,4,1356,2,2078,-174
HJ19927,Nevada,Master,Medical Leave,Male,14775,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69,28,11,1491,3,2923,-991
HJ37943,California,Bachelor,Employed,Female,75634,Urban,Married,Agent,Premium,Personal,Two-Door Car,Midsize,110,38,13,2043,2,2801,1379
HJ57617,Oregon,Bachelor,Employed,Male,31686,Suburban,Married,Web,Basic,Corporate,SUV,Midsize,101,30,14,1863,3,3387,-357
HJ58678,Nevada,Associate,Employed,Female,57587,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,68,24,4,2111,3,3617,-1985
HJ62427,California,Associate,Employed,Female,90804,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,87,30,1,1135,3,2535,75
HJ64867,Arizona,Associate,Employed,Female,78352,Rural,Divorced,Web,Basic,Personal,Two-Door Car,Midsize,74,63,33,1528,2,2232,2430
HJ79774,Oregon,Associate,Employed,Female,31591,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,72,31,17,1769,3,3719,-1487
HJ89045,California,Bachelor,Employed,Female,96337,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,127,41,19,1178,2,1974,3233
HK15299,California,High School,Employed,Male,38210,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,69,39,25,1419,3,2827,-136
HK16676,Oregon,High School,Employed,Male,39618,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,68,36,0,2138,1,2138,310
HK26543,California,High School,Employed,Male,28056,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,64,66,32,1805,3,3207,1017
HK30754,Arizona,Associate,Medical Leave,Male,26263,Suburban,Divorced,Agent,Extended,Special,Two-Door Car,Large,85,42,11,1747,3,2425,1145
HK40573,California,Associate,Employed,Male,52174,Urban,Married,Call Center,Extended,Personal,SUV,Midsize,121,53,22,2138,3,2808,3605
HK93338,Washington,High School,Disabled,Female,23769,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,69,34,18,1078,3,3216,-870
HK96298,California,Master,Employed,Male,61807,Rural,Divorced,Agent,Basic,Personal,Four-Door Car,Large,70,12,0,1918,1,1918,-1078
HL33607,Washington,Associate,Employed,Male,83846,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,74,41,22,1692,2,2832,202
HL40930,Oregon,Bachelor,Employed,Male,63651,Rural,Single,Branch,Extended,Personal,Four-Door Car,Large,92,38,19,2111,2,2984,512
HL63895,Arizona,Master,Employed,Male,30492,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,61,63,32,1724,3,3724,119
HL91178,California,High School,Employed,Male,74713,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,70,40,20,2607,3,4185,-1385
HL97125,Nevada,High School,Employed,Female,76157,Suburban,Married,Call Center,Premium,Personal,Two-Door Car,Small,116,48,15,1084,2,2301,3267
HM20848,California,High School,Employed,Female,39053,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,114,23,5,1250,4,3797,-1175
HM21382,Washington,Bachelor,Employed,Male,46210,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,61,41,24,2348,2,2896,-395
HM33037,Arizona,Bachelor,Disabled,Male,16233,Suburban,Married,Web,Basic,Personal,Luxury Car,Midsize,197,33,17,1415,2,2224,4277
HM38744,Oregon,Bachelor,Retired,Male,22828,Suburban,Married,Agent,Basic,Corporate,SUV,Midsize,106,32,11,1652,2,2404,988
HM41195,Arizona,High School,Medical Leave,Male,22906,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Large,76,51,17,1704,2,2600,1276
HM55802,California,Bachelor,Disabled,Female,17870,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,61,62,30,1301,2,2169,1613
HM76207,California,Associate,Employed,Female,26308,Suburban,Married,Web,Basic,Corporate,SUV,Midsize,114,32,10,1285,3,2783,865
HM93220,Arizona,High School,Medical Leave,Female,25852,Suburban,Married,Agent,Extended,Personal,Sports Car,Midsize,135,57,29,1114,2,1789,5906
HM94328,Arizona,Associate,Employed,Male,20396,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,76,36,15,1714,3,2404,332
HN35280,Arizona,Bachelor,Employed,Male,82225,Suburban,Divorced,Web,Basic,Personal,Two-Door Car,Midsize,61,47,24,1829,3,4027,-1160
HN38084,Nevada,High School,Employed,Male,51008,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Small,74,31,5,2220,2,3150,-856
HN45134,Arizona,Master,Employed,Male,88997,Rural,Divorced,Branch,Basic,Personal,Four-Door Car,Small,72,39,9,1665,4,4614,-1806
HN69035,Arizona,Associate,Employed,Female,91810,Rural,Married,Web,Basic,Corporate,Four-Door Car,Midsize,71,59,27,1279,2,2045,2144
HO29524,California,Associate,Employed,Male,68205,Rural,Married,Branch,Extended,Personal,Two-Door Car,Midsize,76,60,35,1809,2,2705,1855
HO30839,Washington,Master,Disabled,Female,10511,Urban,Married,Branch,Extended,Corporate,SUV,Midsize,139,53,33,1959,2,3188,4179
HO50571,California,Associate,Employed,Female,35482,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,129,47,21,1061,2,1881,4182
HO61691,Arizona,Bachelor,Employed,Female,72006,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,64,24,4,1268,2,1905,-369
